"location","location_ascii","apoe","M","D","I-PGA","I-Sas","I-Tc","I-Td","II-PGA","II-Sas","II-Tc","II-Td","III-PGA","III-Sas","III-Tc","III-Td","IV-PGA","IV-Sas","IV-Tc","IV-Td","V-PGA","V-Sas","V-Tc","V-Td","VI-PGA","VI-Sas","VI-Tc","VI-Td"
"-42.5~171.5","-42.5~171.5","1/250",7.4,"n/a",0.29,0.62,0.34,2.2,0.33,0.71,0.42,2.2,0.36,0.77,0.52,2.3,0.36,0.82,0.63,2.6,0.33,0.84,0.74,2.7,0.33,0.86,0.93,2.7
"-42.5~171.5","-42.5~171.5","1/500",7.5,">20",0.41,0.89,0.36,2.4,0.47,1.01,0.45,2.3,0.51,1.08,0.56,2.7,0.47,1.11,0.72,2.9,0.42,1.11,0.87,3.0,0.42,1.12,1.1,3.0
"-42.5~171.5","-42.5~171.5","1/1000",7.6,">20",0.56,1.23,0.37,2.6,0.64,1.38,0.47,2.6,0.67,1.44,0.6,3.0,0.6,1.46,0.8,3.0,0.52,1.44,0.98,3.1,0.52,1.44,1.2,3.4
"-42.5~171.5","-42.5~171.5","1/2500",7.7,">20",0.79,1.77,0.39,2.8,0.89,1.96,0.5,2.8,0.93,2.02,0.65,3.2,0.79,1.98,0.89,3.2,0.67,1.94,1.1,3.3,0.66,1.91,1.4,3.4
"-42.5~171.6","-42.5~171.6","1/25",6.6,"15.0",0.06,0.13,0.3,1.2,0.08,0.16,0.35,1.2,0.09,0.19,0.4,1.3,0.1,0.22,0.46,1.3,0.1,0.25,0.48,1.4,0.11,0.28,0.53,1.5
"-42.5~171.6","-42.5~171.6","1/50",6.8,"15.0",0.11,0.23,0.3,1.4,0.13,0.27,0.36,1.4,0.14,0.31,0.42,1.5,0.16,0.35,0.49,1.6,0.16,0.38,0.53,1.7,0.17,0.42,0.59,1.9
"-42.5~171.6","-42.5~171.6","1/100",7.1,"15.0",0.17,0.37,0.31,1.8,0.2,0.43,0.38,1.7,0.23,0.49,0.45,1.8,0.24,0.53,0.54,2.0,0.23,0.56,0.6,2.2,0.24,0.6,0.69,2.3
"-42.5~171.6","-42.5~171.6","1/250",7.4,"15.0",0.31,0.66,0.34,2.1,0.35,0.75,0.42,2.1,0.38,0.82,0.52,2.3,0.37,0.86,0.63,2.7,0.34,0.87,0.76,2.7,0.35,0.89,0.95,2.7
"-42.5~171.6","-42.5~171.6","1/500",7.6,"15.0",0.44,0.96,0.36,2.3,0.5,1.08,0.45,2.4,0.54,1.15,0.56,2.7,0.5,1.17,0.73,2.9,0.44,1.16,0.89,3.0,0.44,1.17,1.1,3.2
"-42.5~171.6","-42.5~171.6","1/1000",7.7,"15.0",0.61,1.33,0.38,2.4,0.69,1.49,0.47,2.6,0.72,1.54,0.61,2.9,0.64,1.54,0.81,3.1,0.55,1.51,1.0,3.2,0.54,1.5,1.3,3.2
"-42.5~171.6","-42.5~171.6","1/2500",7.8,"15.0",0.86,1.93,0.39,2.7,0.97,2.12,0.5,2.9,1.0,2.17,0.65,3.3,0.84,2.11,0.9,3.3,0.7,2.05,1.1,3.5,0.68,1.99,1.5,3.3
"-42.5~171.7","-42.5~171.7","1/25",6.6,"11.0",0.07,0.14,0.29,1.2,0.08,0.17,0.34,1.2,0.09,0.2,0.4,1.2,0.1,0.23,0.45,1.4,0.11,0.26,0.48,1.4,0.12,0.29,0.53,1.5
"-42.5~171.7","-42.5~171.7","1/50",6.8,"11.0",0.11,0.24,0.3,1.4,0.13,0.28,0.36,1.4,0.15,0.33,0.41,1.5,0.16,0.37,0.48,1.6,0.17,0.4,0.53,1.7,0.18,0.44,0.59,1.8
"-42.5~171.7","-42.5~171.7","1/100",7.1,"11.0",0.19,0.4,0.31,1.6,0.22,0.46,0.37,1.7,0.24,0.51,0.46,1.7,0.25,0.56,0.54,1.9,0.24,0.59,0.59,2.2,0.25,0.62,0.7,2.3
"-42.5~171.7","-42.5~171.7","1/250",7.4,"11.0",0.33,0.71,0.34,2.1,0.38,0.81,0.42,2.1,0.41,0.87,0.52,2.3,0.39,0.91,0.64,2.6,0.36,0.91,0.77,2.7,0.36,0.93,0.97,2.7
"-42.5~171.7","-42.5~171.7","1/500",7.6,"11.0",0.48,1.05,0.36,2.3,0.55,1.18,0.45,2.4,0.58,1.23,0.58,2.6,0.53,1.25,0.75,2.9,0.46,1.22,0.93,3.0,0.46,1.22,1.2,2.9
"-42.5~171.7","-42.5~171.7","1/1000",7.7,"11.0",0.67,1.47,0.38,2.4,0.75,1.63,0.48,2.6,0.79,1.68,0.61,3.1,0.68,1.64,0.85,3.1,0.58,1.6,1.0,3.5,0.57,1.57,1.4,3.1
"-42.5~171.7","-42.5~171.7","1/2500",7.8,"11.0",0.96,2.15,0.39,2.8,1.07,2.35,0.51,2.8,1.1,2.38,0.67,3.2,0.9,2.28,0.93,3.4,0.74,2.2,1.2,3.2,0.72,2.09,1.6,3.3
"-42.5~171.8","-42.5~171.8","1/25",6.6,"7.0",0.07,0.15,0.29,1.1,0.08,0.18,0.34,1.2,0.1,0.21,0.39,1.3,0.11,0.24,0.45,1.3,0.11,0.27,0.48,1.4,0.12,0.3,0.53,1.5
"-42.5~171.8","-42.5~171.8","1/50",6.8,"7.0",0.12,0.25,0.3,1.3,0.14,0.3,0.35,1.4,0.16,0.34,0.42,1.4,0.17,0.39,0.47,1.6,0.17,0.41,0.53,1.7,0.18,0.45,0.59,1.8
"-42.5~171.8","-42.5~171.8","1/100",7.1,"7.0",0.2,0.42,0.31,1.6,0.23,0.48,0.37,1.7,0.25,0.54,0.45,1.8,0.26,0.58,0.54,2.0,0.25,0.61,0.59,2.2,0.26,0.64,0.71,2.2
"-42.5~171.8","-42.5~171.8","1/250",7.5,"7.0",0.36,0.77,0.34,2.0,0.41,0.87,0.42,2.1,0.44,0.93,0.53,2.3,0.41,0.96,0.65,2.7,0.38,0.96,0.79,2.7,0.38,0.96,1.0,2.8
"-42.5~171.8","-42.5~171.8","1/500",7.7,"7.0",0.53,1.16,0.36,2.3,0.6,1.29,0.46,2.3,0.63,1.34,0.59,2.7,0.57,1.33,0.78,2.9,0.49,1.3,0.96,3.0,0.48,1.29,1.2,3.3
"-42.5~171.8","-42.5~171.8","1/1000",7.8,"7.0",0.75,1.65,0.38,2.5,0.84,1.82,0.49,2.6,0.87,1.86,0.63,3.1,0.74,1.79,0.88,3.2,0.62,1.73,1.1,3.2,0.6,1.67,1.4,3.5
"-42.5~171.8","-42.5~171.8","1/2500",7.9,"7.0",1.09,2.46,0.4,2.7,1.22,2.67,0.52,2.8,1.24,2.68,0.68,3.4,0.99,2.53,0.97,3.4,0.8,2.41,1.2,3.6,0.77,2.23,1.7,3.4
"-42.5~171.9","-42.5~171.9","1/25",6.6,"2.0",0.07,0.16,0.28,1.1,0.09,0.19,0.33,1.2,0.1,0.22,0.39,1.2,0.11,0.25,0.45,1.3,0.12,0.28,0.47,1.4,0.13,0.31,0.53,1.5
"-42.5~171.9","-42.5~171.9","1/50",6.8,"2.0",0.12,0.27,0.29,1.3,0.15,0.31,0.35,1.4,0.16,0.36,0.41,1.4,0.18,0.4,0.48,1.6,0.18,0.43,0.52,1.7,0.19,0.47,0.59,1.8
"-42.5~171.9","-42.5~171.9","1/100",7.2,"2.0",0.21,0.44,0.31,1.6,0.24,0.5,0.38,1.6,0.26,0.56,0.45,1.8,0.27,0.6,0.54,2.0,0.26,0.63,0.6,2.1,0.26,0.66,0.71,2.3
"-42.5~171.9","-42.5~171.9","1/250",7.5,"2.0",0.38,0.83,0.34,2.1,0.44,0.93,0.43,2.0,0.47,0.99,0.54,2.2,0.44,1.01,0.67,2.7,0.39,1.0,0.82,2.7,0.39,1.0,1.0,3.0
"-42.5~171.9","-42.5~171.9","1/500",7.7,"2.0",0.6,1.3,0.37,2.2,0.67,1.44,0.47,2.3,0.7,1.48,0.6,2.8,0.61,1.44,0.82,3.0,0.52,1.4,1.0,3.2,0.51,1.36,1.3,3.3
"-42.5~171.9","-42.5~171.9","1/1000",7.9,"2.0",0.88,1.93,0.39,2.4,0.98,2.11,0.5,2.6,1.0,2.12,0.65,3.2,0.82,2.01,0.92,3.3,0.68,1.92,1.2,3.1,0.65,1.8,1.6,3.3
"-42.5~171.9","-42.5~171.9","1/2500",8.0,"2.0",1.33,2.98,0.41,2.6,1.47,3.2,0.54,2.7,1.47,3.18,0.71,3.3,1.14,2.97,1.0,3.5,0.9,2.76,1.3,3.6,0.86,2.51,1.8,3.7
"-42.5~172.0","-42.5~172.0","1/25",6.6,"2.0",0.08,0.16,0.29,1.1,0.09,0.19,0.34,1.2,0.11,0.23,0.38,1.2,0.12,0.26,0.44,1.3,0.12,0.29,0.47,1.4,0.13,0.32,0.53,1.5
"-42.5~172.0","-42.5~172.0","1/50",6.8,"2.0",0.13,0.28,0.29,1.3,0.15,0.32,0.35,1.4,0.17,0.37,0.41,1.4,0.19,0.41,0.48,1.6,0.19,0.44,0.53,1.6,0.19,0.48,0.59,1.8
"-42.5~172.0","-42.5~172.0","1/100",7.2,"2.0",0.21,0.46,0.3,1.6,0.25,0.52,0.37,1.6,0.27,0.58,0.45,1.7,0.28,0.62,0.54,1.9,0.26,0.65,0.59,2.2,0.27,0.68,0.7,2.3
"-42.5~172.0","-42.5~172.0","1/250",7.6,"2.0",0.4,0.87,0.34,1.9,0.46,0.97,0.43,1.9,0.49,1.03,0.53,2.3,0.45,1.04,0.67,2.6,0.41,1.03,0.82,2.6,0.4,1.02,1.0,3.0
"-42.5~172.0","-42.5~172.0","1/500",7.8,"2.0",0.64,1.38,0.37,2.0,0.71,1.52,0.47,2.2,0.74,1.55,0.6,2.6,0.64,1.5,0.81,2.9,0.54,1.44,1.0,3.1,0.53,1.4,1.3,3.2
"-42.5~172.0","-42.5~172.0","1/1000",7.9,"2.0",0.95,2.09,0.38,2.2,1.05,2.26,0.5,2.3,1.06,2.26,0.65,2.8,0.87,2.11,0.92,3.0,0.71,2.0,1.2,2.9,0.67,1.85,1.6,3.2
"-42.5~172.0","-42.5~172.0","1/2500",8.0,"2.0",1.47,3.29,0.4,2.2,1.61,3.5,0.53,2.3,1.6,3.41,0.7,2.9,1.21,3.15,1.0,3.2,0.94,2.88,1.3,3.3,0.89,2.61,1.8,3.5
"-42.5~172.1","-42.5~172.1","1/25",6.6,"7.0",0.08,0.17,0.28,1.1,0.1,0.2,0.34,1.1,0.11,0.24,0.38,1.2,0.12,0.27,0.44,1.3,0.13,0.3,0.47,1.4,0.14,0.34,0.52,1.4
"-42.5~172.1","-42.5~172.1","1/50",6.8,"7.0",0.13,0.29,0.28,1.4,0.16,0.33,0.35,1.3,0.18,0.38,0.41,1.4,0.19,0.43,0.47,1.6,0.19,0.45,0.53,1.6,0.2,0.49,0.59,1.8
"-42.5~172.1","-42.5~172.1","1/100",7.2,"7.0",0.22,0.47,0.3,1.6,0.25,0.54,0.37,1.6,0.28,0.59,0.45,1.7,0.29,0.64,0.54,1.9,0.27,0.66,0.6,2.1,0.28,0.69,0.71,2.2
"-42.5~172.1","-42.5~172.1","1/250",7.6,"7.0",0.41,0.89,0.33,1.9,0.47,0.99,0.42,1.9,0.5,1.04,0.53,2.1,0.46,1.06,0.65,2.6,0.41,1.04,0.81,2.5,0.41,1.03,1.0,2.8
"-42.5~172.1","-42.5~172.1","1/500",7.8,"7.0",0.64,1.39,0.36,1.9,0.71,1.52,0.46,2.0,0.74,1.55,0.59,2.3,0.64,1.49,0.79,2.7,0.54,1.44,0.98,2.8,0.53,1.39,1.3,2.9
"-42.5~172.1","-42.5~172.1","1/1000",7.9,"7.0",0.93,2.06,0.37,2.0,1.03,2.22,0.48,2.1,1.04,2.2,0.63,2.5,0.85,2.06,0.88,2.8,0.7,1.95,1.1,3.0,0.66,1.81,1.5,3.1
"-42.5~172.1","-42.5~172.1","1/2500",8.0,"7.0",1.41,3.2,0.37,2.1,1.54,3.37,0.5,2.2,1.52,3.24,0.67,2.7,1.16,2.97,0.95,3.0,0.91,2.74,1.2,3.3,0.85,2.44,1.8,3.1
"-42.5~172.2","-42.5~172.2","1/25",6.6,"12.0",0.09,0.18,0.28,1.1,0.1,0.21,0.33,1.2,0.11,0.25,0.38,1.2,0.13,0.29,0.42,1.3,0.13,0.31,0.47,1.4,0.14,0.35,0.52,1.4
"-42.5~172.2","-42.5~172.2","1/50",6.8,"12.0",0.14,0.3,0.28,1.3,0.16,0.35,0.34,1.3,0.18,0.4,0.4,1.4,0.2,0.44,0.47,1.6,0.2,0.47,0.52,1.6,0.21,0.51,0.58,1.8
"-42.5~172.2","-42.5~172.2","1/100",7.2,"12.0",0.23,0.49,0.3,1.5,0.26,0.55,0.37,1.6,0.29,0.61,0.45,1.7,0.29,0.65,0.54,1.9,0.28,0.68,0.59,2.1,0.28,0.71,0.7,2.2
"-42.5~172.2","-42.5~172.2","1/250",7.5,"12.0",0.41,0.89,0.33,1.8,0.47,0.99,0.42,1.8,0.5,1.04,0.53,2.1,0.46,1.06,0.65,2.5,0.41,1.05,0.79,2.5,0.41,1.04,1.0,2.7
"-42.5~172.2","-42.5~172.2","1/500",7.7,"12.0",0.61,1.34,0.35,2.0,0.69,1.48,0.45,2.0,0.72,1.5,0.58,2.4,0.63,1.47,0.76,2.7,0.53,1.41,0.96,2.8,0.52,1.38,1.2,3.1
"-42.5~172.2","-42.5~172.2","1/1000",7.8,"12.0",0.87,1.93,0.36,2.1,0.96,2.09,0.47,2.2,0.98,2.08,0.62,2.6,0.81,1.96,0.86,2.9,0.67,1.87,1.1,2.9,0.65,1.77,1.4,3.3
"-42.5~172.2","-42.5~172.2","1/2500",7.9,"12.0",1.26,2.89,0.37,2.3,1.39,3.07,0.49,2.4,1.39,2.97,0.66,2.9,1.08,2.74,0.94,3.2,0.86,2.58,1.2,3.2,0.82,2.35,1.7,3.2
"-42.5~172.3","-42.5~172.3","1/25",6.5,"13.0",0.09,0.19,0.28,1.0,0.11,0.22,0.33,1.1,0.12,0.26,0.38,1.2,0.13,0.3,0.43,1.3,0.14,0.32,0.47,1.4,0.15,0.36,0.52,1.4
"-42.5~172.3","-42.5~172.3","1/50",6.8,"13.0",0.15,0.32,0.28,1.2,0.17,0.36,0.34,1.3,0.19,0.41,0.41,1.3,0.21,0.46,0.47,1.5,0.2,0.48,0.53,1.6,0.21,0.53,0.58,1.8
"-42.5~172.3","-42.5~172.3","1/100",7.1,"13.0",0.23,0.5,0.3,1.5,0.27,0.57,0.37,1.5,0.3,0.63,0.45,1.6,0.3,0.67,0.53,1.9,0.28,0.7,0.59,2.1,0.29,0.72,0.7,2.2
"-42.5~172.3","-42.5~172.3","1/250",7.5,"13.0",0.41,0.89,0.33,1.8,0.47,0.99,0.41,1.9,0.5,1.05,0.52,2.1,0.46,1.07,0.64,2.5,0.41,1.06,0.77,2.6,0.41,1.05,0.99,2.6
"-42.5~172.3","-42.5~172.3","1/500",7.7,"13.0",0.6,1.31,0.35,2.0,0.67,1.44,0.45,2.0,0.7,1.47,0.58,2.4,0.62,1.45,0.75,2.8,0.53,1.4,0.94,2.8,0.52,1.37,1.2,3.0
"-42.5~172.3","-42.5~172.3","1/1000",7.8,"13.0",0.82,1.83,0.36,2.3,0.92,1.99,0.47,2.3,0.94,2.0,0.61,2.8,0.79,1.9,0.85,3.0,0.66,1.83,1.1,2.9,0.64,1.75,1.4,3.2
"-42.5~172.3","-42.5~172.3","1/2500",7.9,"13.0",1.17,2.67,0.38,2.5,1.29,2.86,0.49,2.8,1.3,2.81,0.66,3.2,1.04,2.63,0.94,3.3,0.83,2.49,1.2,3.4,0.8,2.32,1.6,3.6
"-42.5~172.4","-42.5~172.4","1/25",6.5,"11.0",0.1,0.2,0.28,1.0,0.11,0.24,0.32,1.1,0.13,0.28,0.37,1.1,0.14,0.31,0.43,1.3,0.15,0.34,0.46,1.4,0.15,0.38,0.51,1.4
"-42.5~172.4","-42.5~172.4","1/50",6.8,"11.0",0.15,0.33,0.28,1.2,0.18,0.38,0.34,1.3,0.2,0.44,0.4,1.3,0.22,0.48,0.47,1.5,0.21,0.5,0.52,1.6,0.22,0.54,0.59,1.8
"-42.5~172.4","-42.5~172.4","1/100",7.1,"11.0",0.24,0.53,0.29,1.5,0.28,0.6,0.36,1.5,0.31,0.65,0.44,1.6,0.31,0.7,0.53,1.8,0.29,0.72,0.59,2.0,0.3,0.74,0.7,2.2
"-42.5~172.4","-42.5~172.4","1/250",7.4,"11.0",0.42,0.91,0.33,1.7,0.47,1.01,0.41,1.8,0.5,1.07,0.51,2.1,0.47,1.08,0.63,2.5,0.42,1.08,0.76,2.6,0.42,1.07,0.98,2.6
"-42.5~172.4","-42.5~172.4","1/500",7.6,"11.0",0.6,1.31,0.35,2.0,0.67,1.45,0.44,2.1,0.7,1.48,0.57,2.4,0.62,1.46,0.74,2.8,0.53,1.41,0.93,2.8,0.53,1.39,1.2,2.9
"-42.5~172.4","-42.5~172.4","1/1000",7.8,"11.0",0.82,1.82,0.36,2.3,0.91,1.98,0.47,2.4,0.94,1.99,0.61,2.9,0.79,1.9,0.85,3.0,0.66,1.83,1.1,2.9,0.64,1.77,1.4,3.2
"-42.5~172.4","-42.5~172.4","1/2500",7.9,"11.0",1.17,2.66,0.38,2.7,1.29,2.85,0.5,2.8,1.31,2.81,0.66,3.4,1.04,2.64,0.94,3.4,0.84,2.51,1.2,3.4,0.81,2.33,1.6,3.7
"-42.5~172.5","-42.5~172.5","1/25",6.5,"10.0",0.1,0.22,0.26,1.0,0.12,0.26,0.31,1.1,0.14,0.3,0.36,1.1,0.15,0.33,0.42,1.3,0.15,0.36,0.46,1.3,0.16,0.39,0.52,1.4
"-42.5~172.5","-42.5~172.5","1/50",6.7,"10.0",0.16,0.36,0.27,1.2,0.19,0.41,0.33,1.2,0.21,0.46,0.39,1.3,0.23,0.5,0.46,1.5,0.22,0.53,0.51,1.6,0.23,0.57,0.58,1.7
"-42.5~172.5","-42.5~172.5","1/100",7.0,"10.0",0.25,0.55,0.29,1.4,0.29,0.63,0.36,1.4,0.32,0.68,0.44,1.6,0.32,0.72,0.53,1.8,0.3,0.74,0.59,2.0,0.31,0.77,0.69,2.2
"-42.5~172.5","-42.5~172.5","1/250",7.4,"10.0",0.43,0.94,0.32,1.8,0.49,1.05,0.4,1.8,0.52,1.1,0.51,2.0,0.48,1.12,0.62,2.5,0.43,1.1,0.76,2.5,0.43,1.1,0.96,2.6
"-42.5~172.5","-42.5~172.5","1/500",7.6,"10.0",0.61,1.35,0.34,2.1,0.69,1.48,0.44,2.1,0.72,1.52,0.56,2.4,0.63,1.49,0.74,2.7,0.54,1.44,0.92,2.8,0.54,1.41,1.2,2.9
"-42.5~172.5","-42.5~172.5","1/1000",7.7,"10.0",0.84,1.87,0.36,2.3,0.93,2.03,0.47,2.3,0.96,2.04,0.61,2.8,0.8,1.94,0.84,3.1,0.67,1.86,1.1,2.9,0.65,1.79,1.4,3.2
"-42.5~172.5","-42.5~172.5","1/2500",7.9,"10.0",1.21,2.75,0.38,2.6,1.33,2.94,0.5,2.7,1.34,2.89,0.66,3.3,1.07,2.69,0.95,3.4,0.85,2.55,1.2,3.5,0.82,2.37,1.6,3.7
"-42.5~172.6","-42.5~172.6","1/25",6.4,"9.0",0.11,0.23,0.27,0.9,0.13,0.27,0.31,1.1,0.14,0.31,0.37,1.1,0.16,0.35,0.42,1.2,0.16,0.38,0.45,1.3,0.17,0.41,0.51,1.4
"-42.5~172.6","-42.5~172.6","1/50",6.7,"9.0",0.17,0.38,0.27,1.1,0.2,0.43,0.33,1.2,0.23,0.49,0.39,1.3,0.24,0.53,0.46,1.4,0.23,0.55,0.51,1.6,0.24,0.59,0.58,1.7
"-42.5~172.6","-42.5~172.6","1/100",7.0,"9.0",0.27,0.58,0.29,1.3,0.31,0.66,0.35,1.4,0.34,0.72,0.43,1.5,0.33,0.75,0.52,1.8,0.31,0.77,0.58,2.0,0.32,0.79,0.69,2.2
"-42.5~172.6","-42.5~172.6","1/250",7.3,"9.0",0.44,0.98,0.32,1.7,0.51,1.09,0.4,1.7,0.54,1.14,0.5,2.0,0.5,1.15,0.61,2.5,0.44,1.13,0.75,2.5,0.44,1.12,0.96,2.6
"-42.5~172.6","-42.5~172.6","1/500",7.5,"9.0",0.63,1.39,0.34,1.9,0.71,1.52,0.43,2.1,0.74,1.55,0.56,2.3,0.64,1.52,0.73,2.7,0.55,1.47,0.91,2.8,0.55,1.44,1.2,2.8
"-42.5~172.6","-42.5~172.6","1/1000",7.7,"9.0",0.85,1.91,0.36,2.1,0.95,2.07,0.46,2.3,0.97,2.06,0.6,2.8,0.81,1.97,0.82,3.0,0.68,1.88,1.0,3.4,0.66,1.81,1.4,3.0
"-42.5~172.6","-42.5~172.6","1/2500",7.8,"9.0",1.22,2.78,0.37,2.5,1.34,2.95,0.49,2.6,1.35,2.89,0.65,3.2,1.07,2.69,0.93,3.3,0.85,2.55,1.2,3.2,0.83,2.37,1.6,3.5
"-42.5~172.7","-42.5~172.7","1/25",6.4,"5.0",0.11,0.25,0.26,0.9,0.13,0.29,0.31,1.0,0.15,0.33,0.36,1.1,0.16,0.37,0.41,1.2,0.17,0.39,0.45,1.3,0.18,0.43,0.5,1.4
"-42.5~172.7","-42.5~172.7","1/50",6.7,"5.0",0.18,0.4,0.27,1.1,0.21,0.46,0.32,1.2,0.24,0.51,0.39,1.2,0.25,0.55,0.45,1.4,0.24,0.57,0.51,1.5,0.25,0.61,0.57,1.8
"-42.5~172.7","-42.5~172.7","1/100",6.9,"5.0",0.28,0.61,0.28,1.4,0.32,0.69,0.35,1.4,0.35,0.75,0.43,1.5,0.35,0.78,0.52,1.7,0.32,0.8,0.58,1.9,0.33,0.82,0.68,2.2
"-42.5~172.7","-42.5~172.7","1/250",7.3,"5.0",0.46,1.02,0.32,1.6,0.53,1.13,0.39,1.8,0.56,1.18,0.5,2.0,0.51,1.18,0.61,2.5,0.45,1.17,0.74,2.5,0.45,1.15,0.96,2.5
"-42.5~172.7","-42.5~172.7","1/500",7.5,"5.0",0.65,1.45,0.34,1.9,0.73,1.59,0.43,2.0,0.76,1.61,0.56,2.3,0.66,1.57,0.72,2.8,0.57,1.51,0.9,2.9,0.56,1.47,1.2,2.8
"-42.5~172.7","-42.5~172.7","1/1000",7.6,"5.0",0.89,2.0,0.35,2.2,0.99,2.16,0.46,2.2,1.01,2.14,0.6,2.7,0.84,2.03,0.83,3.0,0.7,1.93,1.0,3.4,0.68,1.85,1.4,3.1
"-42.5~172.7","-42.5~172.7","1/2500",7.8,"5.0",1.28,2.92,0.37,2.4,1.4,3.09,0.49,2.5,1.4,3.01,0.65,3.1,1.1,2.78,0.93,3.3,0.88,2.63,1.2,3.3,0.85,2.43,1.6,3.5
"-42.5~172.8","-42.5~172.8","1/25",6.4,"3.0",0.12,0.26,0.25,0.9,0.14,0.3,0.3,1.0,0.16,0.34,0.36,1.0,0.17,0.38,0.41,1.2,0.17,0.4,0.45,1.3,0.18,0.44,0.5,1.4
"-42.5~172.8","-42.5~172.8","1/50",6.7,"3.0",0.19,0.41,0.27,1.0,0.22,0.47,0.32,1.2,0.24,0.52,0.39,1.2,0.25,0.56,0.45,1.4,0.24,0.58,0.51,1.5,0.25,0.62,0.57,1.7
"-42.5~172.8","-42.5~172.8","1/100",6.9,"3.0",0.29,0.63,0.28,1.3,0.33,0.7,0.35,1.4,0.36,0.76,0.43,1.5,0.35,0.8,0.51,1.7,0.33,0.81,0.58,1.9,0.33,0.83,0.68,2.2
"-42.5~172.8","-42.5~172.8","1/250",7.3,"3.0",0.48,1.05,0.31,1.7,0.54,1.16,0.39,1.7,0.57,1.2,0.5,1.9,0.52,1.21,0.61,2.4,0.46,1.18,0.74,2.5,0.46,1.16,0.96,2.5
"-42.5~172.8","-42.5~172.8","1/500",7.5,"3.0",0.67,1.5,0.33,1.9,0.75,1.63,0.43,1.9,0.78,1.65,0.55,2.3,0.68,1.6,0.72,2.7,0.58,1.53,0.9,2.8,0.57,1.49,1.2,2.8
"-42.5~172.8","-42.5~172.8","1/1000",7.6,"3.0",0.93,2.08,0.35,2.1,1.03,2.23,0.46,2.2,1.04,2.2,0.6,2.7,0.86,2.07,0.83,3.0,0.71,1.97,1.0,3.4,0.69,1.88,1.4,3.1
"-42.5~172.8","-42.5~172.8","1/2500",7.8,"3.0",1.35,3.07,0.37,2.2,1.47,3.23,0.49,2.4,1.46,3.12,0.65,3.0,1.14,2.86,0.94,3.2,0.9,2.69,1.2,3.3,0.87,2.47,1.6,3.6
"-42.5~172.9","-42.5~172.9","1/25",6.4,"6.0",0.12,0.26,0.25,1.0,0.14,0.3,0.31,0.9,0.16,0.34,0.36,1.1,0.17,0.38,0.41,1.2,0.17,0.4,0.45,1.3,0.18,0.44,0.5,1.4
"-42.5~172.9","-42.5~172.9","1/50",6.6,"6.0",0.19,0.41,0.27,1.1,0.22,0.47,0.32,1.2,0.24,0.52,0.39,1.2,0.25,0.56,0.45,1.4,0.24,0.58,0.51,1.5,0.25,0.62,0.57,1.7
"-42.5~172.9","-42.5~172.9","1/100",6.9,"6.0",0.29,0.63,0.28,1.3,0.33,0.71,0.35,1.3,0.36,0.76,0.43,1.5,0.35,0.8,0.51,1.7,0.33,0.81,0.58,1.9,0.33,0.83,0.68,2.1
"-42.5~172.9","-42.5~172.9","1/250",7.3,"6.0",0.48,1.05,0.31,1.6,0.54,1.15,0.39,1.7,0.57,1.2,0.5,1.8,0.52,1.2,0.61,2.3,0.46,1.18,0.73,2.5,0.46,1.16,0.94,2.5
"-42.5~172.9","-42.5~172.9","1/500",7.5,"6.0",0.67,1.49,0.33,1.9,0.75,1.62,0.42,2.0,0.78,1.64,0.55,2.2,0.68,1.59,0.71,2.7,0.58,1.52,0.89,2.8,0.57,1.48,1.2,2.6
"-42.5~172.9","-42.5~172.9","1/1000",7.6,"6.0",0.92,2.06,0.34,2.1,1.02,2.21,0.45,2.1,1.03,2.17,0.59,2.6,0.85,2.05,0.81,2.9,0.71,1.94,1.0,3.2,0.69,1.86,1.4,2.9
"-42.5~172.9","-42.5~172.9","1/2500",7.8,"6.0",1.33,3.03,0.36,2.2,1.45,3.18,0.48,2.3,1.44,3.06,0.64,2.9,1.12,2.8,0.92,3.2,0.89,2.64,1.2,3.1,0.86,2.44,1.6,3.3
"-42.5~173.0","-42.5~173.0","1/25",6.4,"3.0",0.12,0.25,0.26,0.9,0.14,0.29,0.31,1.0,0.15,0.33,0.36,1.1,0.17,0.37,0.42,1.2,0.17,0.4,0.45,1.3,0.18,0.43,0.51,1.4
"-42.5~173.0","-42.5~173.0","1/50",6.7,"3.0",0.19,0.41,0.26,1.1,0.22,0.46,0.32,1.2,0.24,0.52,0.38,1.3,0.25,0.56,0.45,1.4,0.24,0.58,0.5,1.6,0.25,0.61,0.58,1.7
"-42.5~173.0","-42.5~173.0","1/100",6.9,"3.0",0.29,0.62,0.28,1.3,0.33,0.7,0.35,1.3,0.36,0.76,0.42,1.5,0.35,0.79,0.51,1.7,0.32,0.8,0.58,1.9,0.33,0.82,0.68,2.1
"-42.5~173.0","-42.5~173.0","1/250",7.3,"3.0",0.48,1.05,0.31,1.6,0.54,1.16,0.39,1.7,0.57,1.2,0.49,1.9,0.52,1.2,0.6,2.4,0.46,1.18,0.72,2.5,0.46,1.16,0.93,2.5
"-42.5~173.0","-42.5~173.0","1/500",7.5,"3.0",0.69,1.52,0.33,1.8,0.76,1.65,0.42,1.9,0.79,1.65,0.55,2.2,0.68,1.6,0.71,2.7,0.58,1.53,0.89,2.8,0.57,1.48,1.2,2.6
